Name	Length	Identity	Relative length
1	10000	99.4612391499551	99.9000999000999
10	10000	99.54128440366972	99.7307270370001
100	10000	99.59094083607702	99.82032341784787
101	10000	99.52134024730753	99.8003992015968
102	10000	99.5510774142059	99.78048293753741
103	10000	99.60075855873839	99.86019572598363
104	10000	99.4216194654966	99.8003992015968
105	10000	99.40197348749128	99.74067424695791
106	10000	99.63073852295409	99.84025559105432
107	10000	99.49162679425838	99.75062344139651
108	10000	99.53149920255183	99.71083856815235
109	10000	99.55094301965872	99.85022466300549
11	10000	99.78032950574139	99.86019572598363
110	10000	99.39158188709355	99.86019572598363
111	10000	99.58092197166235	99.8003992015968
112	10000	99.60075855873839	99.85022466300549
113	10000	99.36261328552933	99.65122072745392
114	10000	99.4421755154896	99.65122072745392
115	10000	99.60083823969664	99.86019572598363
116	10000	99.63081221313111	99.84025559105432
117	10000	99.67056004791854	99.86019572598363
118	10000	99.4814002194076	99.82032341784787
119	10000	99.51141689101605	99.7207818109294
12	10000	99.49142401276426	99.77052778609199
120	10000	99.41205779770802	99.66115208291808
121	10000	99.60115664572739	99.75062344139651
122	10000	99.69049520766774	99.87016878058525
123	10000	99.62098543786156	99.72072611210852
124	10000	99.5312655829261	99.74067424695791
125	10000	99.56127231030013	99.8003992015968
126	10000	99.601077091852	99.74067424695791
127	10000	99.58079648667531	99.85022466300549
128	10000	99.65062886803753	99.87016878058525
129	10000	99.60091788885563	99.8003992015968
13	10000	99.46204423191871	99.65122072745392
130	10000	99.54142159306151	99.7207818109294
131	10000	99.4815036394456	99.77052778609199
132	10000	99.42219565650528	99.68102073365232
133	10000	99.59065495207668	99.89012086704625
134	10000	99.49142401276426	99.81036031540074
135	10000	99.52138797487287	99.77052778609199
136	10000	99.47205897001693	99.63136395337253
137	10000	99.40149625935162	99.89012086704625
138	10000	99.47195377104713	99.6710854181202
139	10000	99.5909000199561	99.82032341784787
14	10000	99.46177613874215	99.70089730807577
140	10000	99.52143569292123	99.75062344139651
141	10000	99.66044142614601	99.930048965724
142	10000	99.59094083607702	99.79044007584073
143	10000	99.54100977848732	99.82032341784787
144	10000	99.61077844311377	99.85022466300549
145	10000	99.57090110767389	99.81036031540074
146	10000	99.61073959476994	99.84025559105432
147	10000	99.4715852442672	99.71083856815235
148	10000	99.53093812375249	99.84025559105432
149	10000	99.6210232372594	99.75062344139651
15	10000	99.48181365221724	99.71083856815235
150	10000	99.54087234254915	99.86019572598363
151	10000	99.3920669722942	99.69095803010667
152	10000	99.66064477492763	99.82032341784787
153	10000	99.48186528497409	99.69095803010667
154	10000	99.66047533453165	99.89012086704625
155	10000	99.60103730301216	99.76057462090982
156	10000	99.50114736106954	99.79044007584073
157	10000	99.66044142614601	99.89012086704625
158	10000	99.6305910543131	99.87016878058525
159	10000	99.56079057696147	99.81026562812063
16	10000	99.44189754833566	99.78048293753741
160	10000	99.41182334762237	99.79044007584073
161	10000	99.63088587390263	99.79044007584073
162	10000	99.54110135674381	99.81036031540074
163	10000	99.76019184652279	99.930048965724
164	10000	99.55116696588868	99.8003992015968
165	10000	99.4121163810283	99.70089730807577
166	10000	99.42150408936764	99.74067424695791
167	10000	99.50109758531231	99.83028850953379
168	10000	99.51107563360607	99.82032341784787
169	10000	99.56109725685785	99.78048293753741
17	10000	99.56083441461223	99.87016878058525
170	10000	99.48176200916883	99.70089730807577
171	10000	99.47163792244044	99.76057462090982
172	10000	99.43181818181819	99.77052778609199
173	10000	99.50144580715924	99.74067424695791
174	10000	99.68060684699071	99.82032341784787
175	10000	99.5512117283335	99.76057462090982
176	10000	99.5512117283335	99.79044007584073
177	10000	99.64079026142487	99.79044007584073
178	10000	99.60095770151636	99.76052684094991
179	10000	99.50114736106954	99.81036031540074
18	10000	99.501346364815	99.76057462090982
180	10000	99.55094301965872	99.83028850953379
181	10000	99.44195316392626	99.7207818109294
182	10000	99.68070245459988	99.81036031540074
183	10000	99.61101137043687	99.77052778609199
184	10000	99.57094392336859	99.83028850953379
185	10000	99.54128440366972	99.79044007584073
186	10000	99.62087199441285	99.82032341784787
187	10000	99.50119712689545	99.89012086704625
188	10000	99.67065868263474	99.82032341784787
189	10000	99.50144580715924	99.76055073331338
19	10000	99.47137442649112	99.78048293753741
190	10000	99.65062886803753	99.86019572598363
191	10000	99.61089494163424	99.84025559105432
192	10000	99.72036352741436	99.89012086704625
193	10000	99.51122194513715	99.79037732082251
194	10000	99.46166882663742	99.71083856815235
195	10000	99.60059910134798	99.92006394884093
196	10000	99.6506637388961	99.83028850953379
197	10000	99.57102952913009	99.78048293753741
198	10000	99.58071278825996	99.88014382740711
199	10000	99.570729759409	99.87016878058525
2	10000	99.4117060524479	99.74067424695791
20	10000	99.67052715654953	99.85022466300549
200	10000	99.69055699740467	99.85022466300549
201	10000	99.57102952913009	99.78048293753741
202	10000	99.48145193458316	99.75062344139651
203	10000	99.4913732921113	99.8003992015968
204	10000	99.7005988023952	99.82032341784787
205	10000	99.64075441572697	99.8003992015968
206	10000	99.62053125624126	99.930048965724
207	10000	99.620607028754	99.92006394884093
208	10000	99.62072063080147	99.87016878058525
209	10000	99.57090110767389	99.87016878058525
21	10000	99.44178628389155	99.70089730807577
210	10000	99.601077091852	99.75062344139651
211	10000	99.59114479457519	99.7207539642964
212	10000	99.49157611404645	99.74067424695791
213	10000	99.571200638213	99.77052778609199
214	10000	99.63073852295409	99.82032341784787
215	10000	99.56109725685785	99.77052778609199
216	10000	99.4612391499551	99.81036031540074
217	10000	99.6405750798722	99.930048965724
218	10000	99.49127182044887	99.76057462090982
219	10000	99.51136816912644	99.75062344139651
22	10000	99.58092197166235	99.86019572598363
220	10000	99.54105557218398	99.8003992015968
221	10000	99.56096587507484	99.85022466300549
222	10000	99.53107851940537	99.77052778609199
223	10000	99.63070166683302	99.85022466300549
224	10000	99.34243299790774	99.6710854181202
225	10000	99.58088015168147	99.86019572598363
226	10000	99.62072063080147	99.86019572598363
227	10000	99.48129675810473	99.81036031540074
228	10000	99.58062905641538	99.9000999000999
229	10000	99.50114736106954	99.84025559105432
23	10000	99.48145193458316	99.75062344139651
230	10000	99.5909000199561	99.8003992015968
231	10000	99.4715325555888	99.78048293753741
232	10000	99.52134024730753	99.74067424695791
233	10000	99.64061096136568	99.85022466300549
234	10000	99.42202291978077	99.6710854181202
235	10000	99.60087806824986	99.79044007584073
236	10000	99.42202291978077	99.7307270370001
237	10000	99.58088015168147	99.79039824333766
238	10000	99.57085828343314	99.83028850953379
239	10000	99.57090110767389	99.86019572598363
24	10000	99.46150777822098	99.79044007584073
240	10000	99.62056914628057	99.88014382740711
241	10000	99.5510774142059	99.83028850953379
242	10000	99.47174324728397	99.71083856815235
243	10000	99.30223285486443	99.7307270370001
244	10000	99.59102244389027	99.77052778609199
245	10000	99.4315348558891	99.79044007584073
246	10000	99.53117206982543	99.79044007584073
247	10000	99.51151430565248	99.74067424695791
248	10000	99.61066617715554	99.88014382740711
249	10000	99.52119700748129	99.78048293753741
25	10000	99.53098493164354	99.83028850953379
250	10000	99.69037155413504	99.94003597841295
251	10000	99.47174324728397	99.71083856815235
252	10000	99.64071856287426	99.82032341784787
253	10000	99.46188340807174	99.6710854181202
254	10000	99.44195316392626	99.7307270370001
255	10000	99.57085828343314	99.8003992015968
256	10000	99.6207963277118	99.84025559105432
257	10000	99.65073345973455	99.82032341784787
258	10000	99.6506986027944	99.82032341784787
259	10000	99.47100509032838	99.92006394884093
26	10000	99.54137587238286	99.74067424695791
260	10000	99.442119944212	99.68102073365232
261	10000	99.34249850567842	99.68102073365232
262	10000	99.58079648667531	99.85022466300549
263	10000	99.51127069618991	99.75062344139651
264	10000	99.59081836327346	99.81036031540074
265	10000	99.51151430565248	99.75062344139651
266	10000	99.55089820359281	99.89012086704625
267	10000	99.47169059011165	99.7307270370001
268	10000	99.6108561165436	99.83028850953379
269	10000	99.56096587507484	99.8003992015968
27	10000	99.57090110767389	99.83028850953379
270	10000	99.58108916816278	99.76057462090982
271	10000	99.51180631662848	99.6412913511359
272	10000	99.4611853921373	99.86019572598363
273	10000	99.50114736106954	99.83028850953379
274	10000	99.43210122546577	99.7307270370001
275	10000	99.52119700748129	99.8003992015968
276	10000	99.5512117283335	99.7307270370001
277	10000	99.66040751098681	99.930048965724
278	10000	99.6108561165436	99.83028850953379
279	10000	99.55103262496259	99.85022466300549
28	10000	99.3423674770825	99.68102073365232
280	10000	99.56149093083516	99.68102073365232
281	10000	99.5312188310393	99.8003992015968
282	10000	99.45159038787516	99.77052778609199
283	10000	99.62064490366377	99.87016878058525
284	10000	99.61108895093737	99.78048293753741
285	10000	99.66074635801237	99.81036031540074
286	10000	99.45109780439122	99.92006394884093
287	10000	99.54110135674381	99.77052778609199
288	10000	99.6110501645557	99.74067424695791
289	10000	99.6405750798722	99.89012086704625
29	10000	99.48103792415169	99.84025559105432
290	10000	99.47121620273371	99.81036031540074
291	10000	99.51112441384815	99.8003992015968
292	10000	99.55130122644331	99.75062344139651
293	10000	99.3318041288521	99.79044007584073
294	10000	99.41205779770802	99.68102073365232
295	10000	99.49167746436758	99.7207818109294
296	10000	99.54091816367266	99.8102845731403
297	10000	99.5709867305198	99.81036031540074
298	10000	99.56109725685785	99.85022466300549
299	10000	99.68051118210863	99.88014382740711
3	10000	99.44161930401835	99.8003992015968
30	10000	99.45137157107231	99.87016878058525
300	10000	99.61093375897845	99.76057462090982
301	10000	99.66061090037931	99.85022466300549
302	10000	99.65073345973455	99.83028850953379
303	10000	99.61077844311377	99.82032341784787
304	10000	99.58075464164504	99.85022466300549
305	10000	99.59077752270686	99.84025559105432
306	10000	99.53107851940537	99.87016878058525
307	10000	99.6705929327211	99.86019572598363
308	10000	99.61101137043687	99.75062344139651
309	10000	99.56114103331339	99.77052778609199
31	10000	99.45159038787516	99.7207818109294
310	10000	99.73056581179523	99.79044007584073
311	10000	99.62098543786156	99.77052778609199
312	10000	99.63081221313111	99.78048293753741
313	10000	99.67069154774973	99.83028850953379
314	10000	99.601077091852	99.76057462090982
315	10000	99.55116696588868	99.8003992015968
316	10000	99.66050923614578	99.89012086704625
317	10000	99.5609220636663	99.84025559105432
318	10000	99.52172180151454	99.6710854181202
319	10000	99.58088015168147	99.83028850953379
32	10000	99.51107563360607	99.81036031540074
320	10000	99.48165869218501	99.7307270370001
321	10000	99.43193143312736	99.70089730807577
322	10000	99.51136816912644	99.75062344139651
323	10000	99.46150777822098	99.75062344139651
324	10000	99.55094301965872	99.81036031540074
325	10000	99.64064683569575	99.87016878058525
326	10000	99.48171035582577	99.7307270370001
327	10000	99.48129675810473	99.81036031540074
328	10000	99.44156362185879	99.85022466300549
329	10000	99.61101137043687	99.77052778609199
33	10000	99.42208051016341	99.68102073365232
330	10000	99.61070073867039	99.83028850953379
331	10000	99.56096587507484	99.83028850953379
332	10000	99.32243921881228	99.7207818109294
333	10000	99.38265458528328	99.57184108334162
334	10000	99.48171035582577	99.7207818109294
335	10000	99.64075441572697	99.79044007584073
336	10000	99.44184192165852	99.69095803010667
337	10000	99.5611848010372	99.8003992015968
338	10000	99.57102952913009	99.81036031540074
339	10000	99.65059399021663	99.88014382740711
34	10000	99.40244995518374	99.62143853357243
340	10000	99.53135905872968	99.75062344139651
341	10000	99.43198804185351	99.71083856815235
342	10000	99.59102244389027	99.81036031540074
343	10000	99.55098782678108	99.82032341784787
344	10000	99.48129675810473	99.81036031540074
345	10000	99.60083823969664	99.83028850953379
346	10000	99.5512117283335	99.8003992015968
347	10000	99.57068690095846	99.88014382740711
348	10000	99.59085919568905	99.86019572598363
349	10000	99.58092197166235	99.79044007584073
35	10000	99.41164738731551	99.78048293753741
350	10000	99.58096378329842	99.82032341784787
351	10000	99.59098164405427	99.8003992015968
352	10000	99.50119712689545	99.85022466300549
353	10000	99.70041941282204	99.9000999000999
354	10000	99.6807343110845	99.83028850953379
355	10000	99.70062867977248	99.8003992015968
356	10000	99.4215617831854	99.87016878058525
357	10000	99.6209476309227	99.78048293753741
358	10000	99.53107851940537	99.78048293753741
359	10000	99.61073959476994	99.85022466300549
36	10000	99.53149920255183	99.7207818109294
360	10000	99.45131683958499	99.86019572598363
361	10000	99.60123616787958	99.7207818109294
362	10000	99.4714271467039	99.79044007584073
363	10000	99.4219077045749	99.75062344139651
364	10000	99.51141689101605	99.75062344139651
365	10000	99.52167414050822	99.6710854181202
366	10000	99.52148340145548	99.70089730807577
367	10000	99.31206380857428	99.79044007584073
368	10000	99.43176153922839	99.71083856815235
369	10000	99.48134849391582	99.75062344139651
37	10000	99.50119712689545	99.8003992015968
370	10000	99.52143569292123	99.78048293753741
371	10000	99.55062911923308	99.87016878058525
372	10000	99.62068277101218	99.85022466300549
373	10000	99.5611848010372	99.78048293753741
374	10000	99.56074673055805	99.86019572598363
375	10000	99.62083416483736	99.82032341784787
376	10000	99.6207963277118	99.83028850953379
377	10000	99.57090110767389	99.83028850953379
378	10000	99.50149551345962	99.7307270370001
379	10000	99.54110135674381	99.79044007584073
38	10000	99.40203308750249	99.69095803010667
380	10000	99.50144580715924	99.74067424695791
381	10000	99.60111687275628	99.77052778609199
382	10000	99.59081836327346	99.85022466300549
383	10000	99.6108561165436	99.85022466300549
384	10000	99.6305910543131	99.89012086704625
385	10000	99.5212447636146	99.78048293753741
386	10000	99.56135978466753	99.7207818109294
387	10000	99.61066187481282	99.87016878058525
388	10000	99.62075848303394	99.84025559105432
389	10000	99.5012966287652	99.78048293753741
39	10000	99.51170901843548	99.68102073365232
390	10000	99.58088015168147	99.83028850953379
391	10000	99.66050923614578	99.88014382740711
392	10000	99.60083823969664	99.8003992015968
393	10000	99.4214463840399	99.86019572598363
394	10000	99.47190115583898	99.71083856815235
395	10000	99.58058717795087	99.92006394884093
396	10000	99.5212925102224	99.82032341784787
397	10000	99.70041941282204	99.9000999000999
398	10000	99.43187481311672	99.74067424695791
399	10000	99.53079764400519	99.9000999000999
4	10000	99.53117206982543	99.79044007584073
40	10000	99.48171035582577	99.75062344139651
400	10000	99.63084904719146	99.79044007584073
401	10000	99.561053471668	99.83028850953379
402	10000	99.5610096777412	99.81036031540074
403	10000	99.54114713216957	99.77052778609199
404	10000	99.45180903020034	99.75062344139651
405	10000	99.5012966287652	99.81036031540074
406	10000	99.62087199441285	99.78048293753741
407	10000	99.50114736106954	99.78048293753741
408	10000	99.51175767237943	99.6412913511359
409	10000	99.6007187063286	99.87016878058525
41	10000	99.4417306350314	99.75062344139651
